img_pair,is_related
face05508.jpg-face01210.jpg,2.6601694003147713e-07
face05750.jpg-face00898.jpg,0.9527812600135803
face05820.jpg-face03938.jpg,0.8978521823883057
face02104.jpg-face01172.jpg,0.853631854057312
face02428.jpg-face05611.jpg,0.33644533157348633
face01219.jpg-face00274.jpg,0.001807364751584828
face04262.jpg-face00555.jpg,0.02180585451424122
face03697.jpg-face01892.jpg,0.027002042159438133
face03524.jpg-face00319.jpg,0.0007558217621408403
face03410.jpg-face05368.jpg,0.014920143410563469
face00292.jpg-face06004.jpg,0.00851399078965187
face00353.jpg-face01203.jpg,0.514523983001709
face03140.jpg-face05223.jpg,0.21495428681373596
face02915.jpg-face03312.jpg,0.7061293125152588
face03012.jpg-face04103.jpg,0.020045530050992966
face02240.jpg-face02336.jpg,0.6803235411643982
face02131.jpg-face05209.jpg,0.7582470178604126
face04105.jpg-face01209.jpg,0.04093628376722336
face03565.jpg-face02509.jpg,0.0010487549006938934
face02836.jpg-face01540.jpg,0.025350678712129593
face02832.jpg-face05386.jpg,0.7549936771392822
face02596.jpg-face02913.jpg,0.0008539804839529097
face02231.jpg-face05835.jpg,0.9002715349197388
face00451.jpg-face03664.jpg,0.13604731857776642
face01644.jpg-face01682.jpg,0.0017376214964315295
face03988.jpg-face03379.jpg,0.8844793438911438
face00908.jpg-face05944.jpg,0.0028652125038206577
face05117.jpg-face03498.jpg,0.29613158106803894
face05466.jpg-face02942.jpg,0.058750592172145844
face01537.jpg-face00187.jpg,0.7045750617980957
face03609.jpg-face05219.jpg,2.677249904081691e-05
face04820.jpg-face04526.jpg,0.010270977392792702
face05963.jpg-face00176.jpg,0.6202650666236877
face04372.jpg-face03101.jpg,0.5928435325622559
face01496.jpg-face04980.jpg,0.3609626889228821
face04215.jpg-face01123.jpg,0.2592240869998932
face02624.jpg-face05000.jpg,0.0007124324329197407
face04434.jpg-face03376.jpg,0.0
face03417.jpg-face03461.jpg,0.7643299698829651
face03142.jpg-face00593.jpg,0.8596544861793518
face00094.jpg-face04094.jpg,0.9151667356491089
face05700.jpg-face03910.jpg,0.00330093945376575
face03620.jpg-face03203.jpg,0.9093846678733826
face05074.jpg-face03806.jpg,0.69413161277771
face03836.jpg-face05917.jpg,0.8444690704345703
face04495.jpg-face02846.jpg,0.9955451488494873
face01690.jpg-face01033.jpg,0.4814090132713318
face01766.jpg-face06057.jpg,0.07345996797084808
face04896.jpg-face01845.jpg,0.7312396764755249
face05468.jpg-face04688.jpg,0.0001737033890094608
face00293.jpg-face02930.jpg,0.057068172842264175
face05980.jpg-face03965.jpg,0.2312859445810318
face02066.jpg-face01778.jpg,0.0009387285099364817
face00710.jpg-face02119.jpg,0.0001905507961055264
face03708.jpg-face06116.jpg,0.7208132147789001
face01825.jpg-face04134.jpg,0.002059550955891609
face00018.jpg-face03702.jpg,2.693804526643362e-05
face05351.jpg-face00003.jpg,0.06208135932683945
face03438.jpg-face05696.jpg,0.8908356428146362
face05666.jpg-face02015.jpg,0.05617501586675644
face05517.jpg-face02936.jpg,3.832952089055652e-08
face03531.jpg-face01422.jpg,0.14586497843265533
face00762.jpg-face01849.jpg,0.7708931565284729
face00233.jpg-face01504.jpg,0.4862081706523895
face02171.jpg-face04218.jpg,0.02428528666496277
face01617.jpg-face00906.jpg,0.011181346140801907
face00656.jpg-face00790.jpg,4.477929905988276e-06
face01298.jpg-face03118.jpg,0.8387457132339478
face02603.jpg-face05437.jpg,0.5237705707550049
face01623.jpg-face03582.jpg,0.12200545519590378
face00517.jpg-face04211.jpg,0.6996799111366272
face03682.jpg-face04838.jpg,1.225397596726907e-07
face05305.jpg-face02194.jpg,0.0019910044502466917
face00841.jpg-face00906.jpg,0.004161686636507511
face05493.jpg-face02508.jpg,0.04767224192619324
face03948.jpg-face05516.jpg,0.08404400944709778
face05588.jpg-face00543.jpg,0.007727355230599642
face00810.jpg-face02910.jpg,0.0013217590749263763
face03021.jpg-face03627.jpg,0.02685404382646084
face04971.jpg-face01655.jpg,0.017222482711076736
face04719.jpg-face03788.jpg,0.8515057563781738
face03402.jpg-face04336.jpg,0.8966754674911499
face06068.jpg-face00384.jpg,0.8287975192070007
face04103.jpg-face01972.jpg,0.15714704990386963
face00331.jpg-face00411.jpg,0.005411728285253048
face00854.jpg-face03592.jpg,0.5125885605812073
face03343.jpg-face02264.jpg,0.7814406752586365
face01959.jpg-face00060.jpg,0.00014480009849648923
face02928.jpg-face05094.jpg,0.06438338756561279
face00224.jpg-face04154.jpg,0.906680703163147
face00908.jpg-face05554.jpg,0.002369153779000044
face00575.jpg-face02530.jpg,0.9696555137634277
face00171.jpg-face02170.jpg,0.03155825287103653
face03640.jpg-face04729.jpg,0.008328576572239399
face00549.jpg-face01264.jpg,0.00039528831257484853
face05053.jpg-face04330.jpg,0.002005599671974778
face00099.jpg-face01930.jpg,0.0004083102394361049
face04561.jpg-face00921.jpg,0.8430101871490479
face04380.jpg-face03551.jpg,5.797378221927829e-08
face02137.jpg-face04891.jpg,0.011277584359049797
face01084.jpg-face02672.jpg,0.00022861867910251021
face05050.jpg-face05970.jpg,0.784020185470581
face04706.jpg-face04695.jpg,1.3837926417181734e-05
face04537.jpg-face00012.jpg,0.2114541083574295
face01741.jpg-face05524.jpg,0.0007085459074005485
face04312.jpg-face04329.jpg,0.6029917597770691
face05177.jpg-face03334.jpg,0.30248895287513733
face02753.jpg-face05441.jpg,0.01826365850865841
face01344.jpg-face03369.jpg,0.0014454962220042944
face02149.jpg-face02687.jpg,0.042598895728588104
face01294.jpg-face05177.jpg,0.002022639149799943
face02458.jpg-face01336.jpg,0.32555195689201355
face02952.jpg-face03460.jpg,0.05357261747121811
face04084.jpg-face03649.jpg,0.6376451253890991
face04886.jpg-face04348.jpg,0.6353064775466919
face05409.jpg-face01611.jpg,0.2268214076757431
face04729.jpg-face05873.jpg,0.9109397530555725
face01135.jpg-face04142.jpg,0.7649466395378113
face05643.jpg-face02054.jpg,0.8183136582374573
face00246.jpg-face00533.jpg,0.8354106545448303
face00184.jpg-face03883.jpg,0.9392121434211731
face03162.jpg-face05807.jpg,0.8848781585693359
face02665.jpg-face04833.jpg,0.45311853289604187
face04182.jpg-face04247.jpg,0.015862876549363136
face01373.jpg-face03206.jpg,0.3523626923561096
face02182.jpg-face05693.jpg,0.6270126700401306
face04815.jpg-face02817.jpg,0.47098323702812195
face02232.jpg-face02023.jpg,0.7841983437538147
face04181.jpg-face03377.jpg,7.898469630163163e-05
face03751.jpg-face00491.jpg,1.6107129852116486e-07
face03172.jpg-face01103.jpg,0.08640366792678833
